brand,title,type,price,available,sold,revenue,country,size_ml,price_category
Bvlgari,New Perfume Omnia Amethyste EDT Bvlgari Eau De Toilette Spray 2.2 oz for Women,Eau de Toilette,34.87,10,27,941.4899999999999,China,65.0,Midrange
Jennifer Lopez,Glow by J.LO Jennifer Lopez EDT Perfume For Women 1 Oz,Eau de Toilette,15.99,22,18,287.82,United States,30.0,Budget
Paris Hilton,Paris Hilton Heiress For Women 3.4 Oz Eau De Parfum Spray,Eau de Parfum,28.0,10,78,2184.0,United States,101.0,Budget
Giorgio Armani,Giorgio Armani My Way Women's Eau de Parfum EDP Travel Splash Mini Sample 0.24oz,Eau de Parfum,16.99,10,111,1885.8899999999999,United States,7.0,Budget
Marc Jacobs,Daisy Marc Jacobs Eau So Fresh 10ml Eau De Toilette Spray,Eau de Toilette,18.0,5,75,1350.0,United States,10.0,Budget
Victoria's Secret,VERY SEXY Perfume Victoria's Secret 3.4 oz 100 ml  Eau De Parfum BRAND NEW,Eau de Parfum,29.99,7,98,2939.02,United States,100.0,Budget
Salvatore Ferragamo,Incanto Charms by Salvatore Ferragamo for women EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,17.79,15,2177,38728.83,United States,101.0,Budget
Versace,Versace Bright Crystal 3oz Women's EDT Spray New,Eau de Toilette,33.0,6,36,1188.0,United States,89.0,Midrange
Yardley London,Yardley English Honeysuckle Perfum By Yardley London EDT Spray 4.2oz/125ml Women,Eau de Parfum,22.48,10,30,674.4,United States,125.0,Budget
Lancôme,Lancome La Vie Est Belle 3.4 oz EDP Women's Fragrance Perfume Spray Sealed,Eau de Parfum,49.99,8,53,2649.4700000000003,United States,101.0,Midrange
Elizabeth Arden,Red Door by Elizabeth Arden 3.3 oz / 100 ml EDT Perfume for Women,Eau de Toilette,24.99,10,62,1549.3799999999999,United States,100.0,Budget
Diptyque,2x Authentic Diptyque Orpheon Eau de Parfum Spray 2ml/.06 fl. oz. Each Free Ship,Eau de Parfum,27.5,9,12,330.0,United States,2.0,Budget
Ralph Lauren,Romance by Ralph Lauren perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,45.93,153,417,19152.81,United States,101.0,Midrange
Guerlain,Guerlain Perfume Sample Spray Vials 1ml - 2ml Choose Your Scent & Combined,Eau de Parfum,4.95,1,287,1420.65,United States,1.0,Budget
Paco Rabanne,Paco Rabanne Olympea Intense Eau De Parfum Intense Spray 80 ml / 2.7oz Sealed,Eau de Parfum,105.95,2,22,2330.9,United States,80.0,Prestige
Burberry,Burberry Touch by Burberry parfum for women 3.3 fl. oz. / 100 ml,Eau de Parfum,26.0,5,5,130.0,United States,98.0,Budget
Cacharel,ANAIS ANAIS PREMIER DELICE by Cacharel for her EDT 3.3 / 3.4 oz New,Eau de Toilette,22.53,34,82,1847.46,United States,101.0,Budget
Jessica Simpson,Fancy by Jessica Simpson 3.3 / 3.4 oz edp perfume women NEW in Retail Box,Eau de Parfum,26.15,52,1386,36243.9,United States,101.0,Budget
Armaf,Armaf Club de Nuit IMPERIALE 3.6 fl.oz Eau de Parfum for Women | New Launch,Eau de Parfum,39.45,10,183,7219.35,United States,106.0,Midrange
Lattafa,"Yara by Lattafa, 3.4 oz Eau De Perfume Spray for Women",Eau de Parfum,29.99,10,432,12955.679999999998,United States,101.0,Budget
Gucci,"Gucci Flora Gorgeous Magnolia, Gucci Gorgeous Jasmine & Gorgeous Gardenia VIALS",Eau de Parfum,15.99,10,154,2462.46,United States,100.0,Budget
Unknown,Woemn Avon FAR AWAY Eau De Parfum Perfume Spray 1.7oz~NEW~SEALED | FREE SHIPPING,Eau de Parfum,14.99,10,80,1199.2,Hong Kong,50.0,Budget
Armaf,Le Femme by Armaf perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,20.71,100,290,6005.900000000001,United States,101.0,Budget
Maison Martin Margiela,Replica Eau De Toilette ON A DATE .34 oz. NIB!  Memory In A Fragrance,Eau de Toilette,21.0,8,4,84.0,United States,10.0,Budget
Yves Saint Laurent,Libre By Yves Saint Laurent for Women EDT 1.6 oz / 50 ml *NEW IN SEALED BOX*,Eau de Toilette,53.99,10,137,7396.63,United States,50.0,Midrange
T.O.V.A.,Tova Beverly Hills Signature 2 pcs set for Women 3.4oz EAU DE PARFUM+1oz EDP,Eau de Parfum,37.0,10,12,444.0,United States,101.0,Midrange
Salvatore Ferragamo,INCANTO CHARMS by Salvatore Ferragamo EDT 3.4 oz Perfume for women New in Box,Eau de Toilette,23.98,15,1678,40238.44,United States,101.0,Budget
Jovan,Jovan Musk for Women Cologne 3.25 oz - Classic Scent Spray,Cologne,11.99,1,58,695.42,United States,96.0,Budget
Donna Karan,Donna Karan Cashmere Mist 3.4oz Women's Eau de Parfum Brand New Sealed,Eau de Parfum,28.99,3,379,10987.21,United States,101.0,Budget
Giorgio Armani,My Way Nectar Giorgio Armani EDP 0.33. Fl. Oz. 10 Ml. Spray Travel Size,Eau de Parfum,25.95,10,3,77.85,United States,10.0,Budget
Thierry Mugler,Alien Musc Mysterieux by Thierry Mugler for Women 0.05 oz Eau Parfum Vial Spray,Eau de Parfum,6.99,500,170,1188.3,United States,1.0,Budget
Calvin Klein,Obsession Night by Calvin Klein EDP Perfume for Women 3.3 / 3.4 oz New In Box,Eau de Parfum,25.56,10,460,11757.599999999999,United States,101.0,Budget
Unknown,Flora Gorgeous Magnolia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,Eau de Parfum,53.99,6,12,647.88,United States,98.0,Midrange
Valentino,Valentino Donna Born In Roma Intense 3.4 oz EDP Spray For Women NEW,Eau de Parfum,103.99,2,45,4679.55,United States,101.0,Prestige
Giorgio Armani,ACQUA di GIOIA by GIORGIO ARMANI Women 3.3 edp 3.4 oz NEW IN BOX,Eau de Parfum,72.72,5,27,1963.44,United States,101.0,Midrange
Lancôme,Lancome La Vie Est Belle EDP - Irresistible Gourmand 3.4oz Sealed,Eau de Parfum,49.99,6,10,499.90000000000003,United States,101.0,Midrange
Unknown,Bloom BLOSSOM 3.3 fl oz / 100 ml Eau de Parfum Spray for Women New In Sealed Box,Eau de Parfum,59.99,4,23,1379.77,Hong Kong,98.0,Midrange
Creed,Aventus for Her by Creed 2ml Vial Spray New Factory Sealed,Eau de Parfum,12.99,1,52,675.48,United States,2.0,Budget
Benetton,Color Women By Benetton 1.7oz EDT Splash New In Box,Eau de Toilette,27.99,10,57,1595.4299999999998,United States,50.0,Budget
Tiffany & Co.,TIFFANY SHEER BY Tiffany & Co. FOR WOMEN MINI BOTTLE,Eau de Toilette,15.89,6,135,2145.15,United States,100.0,Budget
Versace,Versace Bright Crystal Absolu by Versace perfume for her EDP 3.0 oz New in Box,Eau de Parfum,54.9,72,1224,67197.59999999999,United States,89.0,Midrange
Gap,Gap So Pink Fragrance Spray Body Mist 8 fl oz New,Eau de Parfum,19.98,8,144,2877.12,United States,237.0,Budget
Yves Saint Laurent,YSL YVES SAINT LAURENT LIBRE EDP 1.2ml .04fl oz x 1 PERFUME SPRAY SAMPLE VIAL,Eau de Parfum,7.5,10,171,1282.5,United States,1.0,Budget
Yves Saint Laurent,Parisienne by Yves Saint Laurent EDP for Women 3 oz / 90 ml *NEW IN SEALED BOX*,Eau de Parfum,67.49,10,38,2564.62,United States,90.0,Midrange
Versace,Versace Dylan Purple Women 3.4 oz 100 ml *Eau De Parfum* Spray Tester,Eau de Parfum,58.99,10,32,1887.68,United States,100.0,Midrange
Victoria's Secret,Victoria's Secret VERY SEXY 3.4 fl oz/100 ml EDP Spray for Women New & Sealed,Eau de Parfum,30.99,10,26,805.74,United States,101.0,Midrange
Dolce & Gabbana,Light Blue by Dolce & Gabbana D&G 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,43.3,10,4845,209788.5,United States,101.0,Midrange
Lancôme,MIRACLE BY LANCOME L'EAU DE PARFUM 3.4 OZ / 100 ML SPRAY NEW & SEALED IN BOX,Eau de Parfum,32.99,10,65,2144.35,United States,100.0,Midrange
Dossier,Dossier WOODY HYACINTH Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,6,24,480.0,United States,50.0,Budget
Fred Hayman,273 RODEO DRIVE Fred Hayman Women perfume edp 2.5 oz NEW IN BOX,Eau de Parfum,22.97,24,591,13575.269999999999,United States,74.0,Budget
Clean,Clean Reserve Skin by Clean Eau De Parfum Spray (Unisex Tester) 3.4 oz For Women,Eau de Parfum,66.69,8,6,400.14,United States,101.0,Midrange
Yves Saint Laurent,YSL Black Opium EDP Women - Hypnotic Coffee & Vanilla 3oz Sealed,Eau de Parfum,44.99,6,5,224.95000000000002,United States,89.0,Midrange
Jimmy Choo,JIMMY CHOO BLOSSOM 3.3 / 3.4 oz EDP Perfume Women NEW TESTER,Eau de Parfum,31.14,25,2503,77943.42,United States,101.0,Midrange
Lancôme,Hypnose by Lancome 2.5 oz EDP Perfume for Women New In Box,Eau de Parfum,67.98,10,705,47925.9,United States,74.0,Midrange
Estée Lauder,Estee Lauder Beautiful EDP 2.5 oz Classic Floral Women's Perfume,Eau de Parfum,29.49,6,27,796.2299999999999,United States,74.0,Budget
Miim Miic,Miim Miic Compound 52 Hair & Body Mist Sweet Strawberry Milk 8 fl oz NEW!,Eau de Parfum,26.95,3,4,107.8,United States,237.0,Budget
Escada,ESCADA SUMMER FESTIVAL EDT 1.2ml .04fl oz x 5 PERFUME SPRAY SAMPLE VIALS,Eau de Toilette,10.0,10,50,500.0,United States,1.0,Budget
Coach,"Coach Signature by Coach, 3.3 oz EDP Spray for Women",Eau de Parfum,37.96,10,116,4403.36,United States,98.0,Midrange
Jo Malone,Jo Malone Basil & Neroli Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,Cologne,79.99,7,9,719.91,United States,101.0,Midrange
Aerin,AERIN LILAC PATH EDP 2.0ml .07fl oz x 1 PERFUME SPRAY SAMPLE,Eau de Parfum,8.0,10,34,272.0,United States,2.0,Budget
Escada,Escada Miami Blossom for Women Eau De Toilette 3.3oz-100ml Spray New (BR36,Eau de Toilette,42.9,3,8,343.2,United States,100.0,Midrange
Burberry,Burberry Her Eau De Parfum 3-Pcs Set  / New With Box,Eau de Parfum,134.5,3,49,6590.5,United States,100.0,Prestige
Marc Jacobs,Marc Jacobs Daisy Dream by Marc Jacobs 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,58.98,10,3088,182130.24,United States,101.0,Midrange
Burberry,"2x Burberry HER Eau de Parfum EDP Sample Spray .05oz, 1.5ml Each New in Cards",Eau de Parfum,9.89,5,258,2551.6200000000003,United States,5.0,Budget
Chanel,CHANEL Les Eaux De Chanel Paris Eau De Toilette Perfume Discovery Set NEW,Eau de Toilette,24.0,10,0,0.0,United States,100.0,Budget
Coach,Coach Floral by Coach EDP 3 / 3.0 oz Perfume for Women Brand New Tester,Eau de Parfum,34.33,10,767,26331.109999999997,United States,89.0,Midrange
Versace,Versace Ladies Dylan Turquoise Gift Set Fragrances 8011003873487,Eau de Parfum,54.51,3,20,1090.2,United States,100.0,Midrange
Coach,Coach Love 1.7 oz EDP Spray Womens Perfume 50 ml NIB,Eau de Parfum,48.99,10,7,342.93,United States,50.0,Midrange
Ariana Grande,Ariana Grande Cloud Pink EDP 3.4oz Women's Perfume New Sealed,Eau de Parfum,30.49,6,18,548.8199999999999,United States,101.0,Midrange
Giorgio Armani,NEW Women's My Way EDP Spray 3oz Giorgio Arm.ani Eau De Parfum Sealed/Fast Ship!,Eau de Parfum,38.69,10,3,116.07,China,89.0,Midrange
Pleasing,Pleasing Harry Styles Fragrance Rivulets Parfum 100ml 3.4fl,Eau de Parfum,49.99,1,35,1749.65,United States,100.0,Midrange
Calvin Klein,Obsession By Calvin Klein Women 0.5 oz 15 ml Eau de Parfum Spray Mini New,Eau de Parfum,10.35,10,182,1883.7,United States,15.0,Budget
Dossier,Dossier FRUITY BROWN SUGAR Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,4,47,940.0,United States,50.0,Budget
Givenchy,Givenchy Irresistible  For Women Eau de Parfum Mini Bottle 0.27 Fl Oz New,Eau de Parfum,21.9,7,4,87.6,United States,8.0,Budget
Lancôme,Lancome Tresor Women's EDP 3.4 oz Spray,Eau de Parfum,42.99,10,17,730.83,United States,101.0,Midrange
Victoria's Secret,VICTORIA'S SECRET TEASE 3.4 FL OZ 100 ML EAU DE PARFUM BRAND NEW SEALED BOX,Eau de Parfum,29.9,6,9,269.09999999999997,United States,101.0,Budget
Pink,Rue 21 Pink ICE Perfume Spray 1.7 FL OZ New (Unboxed),Eau de Parfum,22.45,5,2,44.9,United States,50.0,Budget
Unknown,12 Women's Perfume Fragrance Samples Vials with Organza Bag Lot,Eau de Parfum,25.46,10,58,1476.68,United States,100.0,Budget
Lancôme,La Vie Est Belle By Lancôme 2.5 OZ L'Eau De Parfum For Women,Eau de Parfum,37.99,10,77,2925.23,United States,74.0,Midrange
Parfums De Marly,PDM PARFUMS DE MARLY DELINA EXCLUSIF 1.5ml .05fl oz x 3 PERFUME SPRAY SAMPLES,Eau de Parfum,24.0,10,9,216.0,United States,1.0,Budget
Ulta,Ulta Beauty 2024 Spring Scent Wardrobe 19 Piece Perfume Sample Set w/ $15 Cert,Eau de Parfum,55.88,1,2,111.76,United States,100.0,Midrange
T.O.V.A.,TOVA BEVERLY HILLS SIGNATURE for Women Perfume 2 pcs 0.34 oz EDP Spray + Refill,Eau de Parfum,13.95,7,22,306.9,United States,10.0,Budget
Kilian,Kilian Paris Can't Stop Loving You 50ml/ 1.7oz EDP New & Sealed,Eau de Parfum,100.0,1,12,1200.0,United States,50.0,Prestige
Rihanna,FENTY by RIHANNA Eau de Parfum 1.5ml Sample Size Travel Mini NIB. Authentic.,Eau de Parfum,12.49,5,10,124.9,United States,5.0,Budget
Dior,Christian Dior Addict Eau Fraiche EDT For Women 3.4 oz / 100 ml *NEW*,Eau de Toilette,74.99,8,28,2099.72,United States,100.0,Midrange
Ellis Brooklyn,ELLIS BROOKLYN Salt EDP Splash .25oz/7.5mL Womens Travel Perfume - NEW in Box!,Eau de Parfum,13.44,3,30,403.2,United States,5.0,Budget
Ariana Grande,Cloud by Ariana Grande for Women EDP Spray 3.4 oz / 100 ml New Sealed In Box,Eau de Parfum,35.99,9,49,1763.51,United States,100.0,Midrange
Lancôme,Lancome Tresor 3.4 oz EDP Romantic & Sophisticated for Women New,Eau de Parfum,44.99,5,14,629.86,United States,101.0,Midrange
Ralph Lauren,Ralph Lauren Romance Rose Eau de Parfum 3.4 oz 100 ml Brand New Sealed,Eau de Parfum,44.99,7,3,134.97,United States,100.0,Midrange
Jo Malone,Jo Malone London Grapefruit Cologne 3.4 oz,Eau de Parfum,73.99,7,52,3847.4799999999996,United States,101.0,Midrange
One Direction,That Moment by One Direction 3.4 oz / 100 ml Edp spy perfume for women femme,Eau de Parfum,34.85,10,545,18993.25,United States,100.0,Midrange
Ariana Grande,Cloud by Ariana Grande 3.4 oz / 100 ML EDP Perfume for Women New In Box,Eau de Parfum,38.99,9,23,896.7700000000001,United States,100.0,Midrange
Dana,2.5 Loves Baby Soft Body Mist for Women Fragrance/Cologne NEW Whisper Soft 2.5oz,Cologne,25.99,3,17,441.83,United States,74.0,Budget
Hermès,TWILLY d'HERMES EAU POIVREE *  2.87 Fl Oz (85ml) EDP Spray - New Unsealed Box,Eau de Parfum,47.66,10,119,5671.54,United States,85.0,Midrange
Hermès,Un Jardin Sur Le Nil by Hermes 3.3 / 3.4 oz Perfume for Women Brand New Tester,Eau de Toilette,58.08,10,278,16146.24,United States,101.0,Midrange
Vilhelm Parfumerie,Vilhelm Parfumerie A Lilac A Day Eau De Parfum Spray Women 3.4 Oz / 100ml,Eau de Parfum,108.99,9,11,1198.8899999999999,United States,100.0,Prestige
Jo Malone,Wood Sage & Sea Salt By Jo Malone EDC Cologne Spray for Women New In Sealed Box,Cologne,59.99,5,36,2159.64,Hong Kong,100.0,Midrange
Donna Karan,Donna Karan Cashmere Mist EDP 3.4oz Women's Fragrance New Sealed,Eau de Parfum,29.99,6,26,779.74,United States,101.0,Budget
Michael Kors,Michael Kors CLASSIC(Original Formula) Eau De Parfum 3-Pcs Set  / New With Box,Gift Set,299.99,10,92,27599.08,United States,100.0,Luxury
Versace,Versace Bright Crystal Women's EDT 6.7 oz Spray,Eau de Toilette,52.79,10,23,1214.17,United States,198.0,Midrange
Versace,Versace Bright Crystal EDT 3oz Women's Scent Spray New,Eau de Toilette,33.0,5,18,594.0,United States,89.0,Midrange
Ariana Grande,Ariana Grande Ladies Mod Vanilla EDP Spray 3.4 oz Fragrances 810101501227,Eau de Parfum,53.57,3,10,535.7,United States,101.0,Midrange
Kilian,"KILIAN Paris Can't Stop Loving You Full Size 1.7oz/50mL, New in Sealed Box",Eau de Parfum,100.99,1,15,1514.85,United States,50.0,Prestige
Carolina Herrera,Carolina Herrera Good Girl 2.7 oz EDP Bold Women's Perfume Heel Bottle Design,Eau de Parfum,49.99,6,35,1749.65,United States,80.0,Midrange
Dossier,Dossier POWDERY PEACH Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,8,22,440.0,United States,50.0,Budget
Preferred Fragrance,Bright Crystal 6.7 oz / 200mL Eau De Toilette Perfume For Women Brand New Sealed,Eau de Toilette,48.9,10,33,1613.7,United States,200.0,Midrange
Dolce & Gabbana,Dolce & Gabbana Devotion 1.7 oz EDP Perfume for Women New In Box,Eau de Parfum,58.69,10,23,1349.87,United States,50.0,Midrange
Kim Kardashian,Kim Kardashian True Reflection Eau De Parfum Spray. Perfume for Women. 1 fl.oz,Eau de Parfum,9.49,5,491,4659.59,United States,30.0,Budget
Calvin Klein,Euphoria by Calvin Klein 6.7 oz Sensual Skin Body Lotion for Women Brand New,Body Care,18.88,10,2002,37797.759999999995,United States,198.0,Budget
Sisley,Eau de Campagne by Sisley Perfumed Deodorant 5 fl oz / 150 ml *NEW IN BOX*,Body Care,49.99,1,11,549.89,United States,148.0,Midrange
Valentino,Voce Viva by Valentino 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,84.97,10,146,12405.619999999999,United States,101.0,Prestige
Anna Sui,"ANNA SUI Sundae 3-Piece Minature Set (Pretty Pink, Mellow Yellow & Violet Vibe)",Eau de Toilette,69.89,6,24,1677.3600000000001,Japan,100.0,Midrange
Narciso Rodriguez,NARCISO RODRIGUEZ NARCISO EAU DE PARFUM SPRAY 30 ML/1 FL.OZ.,Eau de Parfum,125.0,6,6,750.0,United States,30.0,Prestige
Fuller Armand Dupree,Vivir By Lucia Mendez CON FEROMONAS Perfume Para Dama 60ml DE FULLER MEXICO,Eau de Parfum,36.99,10,31,1146.69,United States,60.0,Midrange
Creed,Creed Queen of Silk Eau De Parfum 2.5oz 75ml Tester With Lid,Eau de Parfum,275.0,1,4,1100.0,United States,75.0,Luxury
Jo Malone,Jo Malone Incense & Cedrat Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Cologne,76.99,9,1,76.99,United States,101.0,Midrange
Dossier,Dossier Floral Honeysuckle Eau de Parfum Spray 1.7 Oz EDP Perfume NEW No Box,Eau de Parfum,22.99,9,39,896.6099999999999,United States,50.0,Budget
Victoria's Secret,VICTORIA'S SECRET CRUSH FRAGRANCE BODY MIST SPRAY 8.4 FL OZ,Eau de Parfum,24.95,10,54,1347.3,United States,248.0,Budget
Unknown,USA Perfume Bottle Spray Atomizer Pump Ball / Bulb & Tube / Hose Replacement,Eau de Parfum,13.5,4,145,1957.5,United States,100.0,Budget
Prada,Prada Paradoxe Intense Women Eau De Parfum Spray 1.6 oz 50ml New In Box,Eau de Parfum,88.0,2,13,1144.0,United States,50.0,Prestige
Maison Alhambra,Maison Alhambra Ladies Pink Shimmer Secret Intense EDP Spray 3.38 oz Fragrances,Eau de Parfum,15.97,3,13,207.61,United States,100.0,Budget
Jo Malone,"Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW",Cologne,16.98,10,27,458.46000000000004,United States,9.0,Budget
Calvin Klein,Eternity For Women By Calvin Klein Eau De Parfum Spray 1 Fl Oz LOT OF 2,Eau de Parfum,22.99,10,7,160.92999999999998,United States,30.0,Budget
Juicy Couture,VIVA LA JUICY by JUICY COUTURE Eau De PARFUM SPRAY 1 OZ / 30mL,Eau de Parfum,18.95,10,34,644.3,United States,30.0,Budget
Maison Alhambra,Maison Alhambra Ladies Reyna Pour Femme EDP 3.4 oz Fragrances 6290360590721,Eau de Parfum,27.89,3,8,223.12,United States,101.0,Budget
Acqua Di Parma,Acqua Di Parma Blu Mediterraneo Mirto Di Panarea Eau De Toilette  75 ml 2.5 oz,Eau de Toilette,34.99,2,8,279.92,Hong Kong,75.0,Midrange
Al Haramain,L'aventure Ciel by Al Haramain Eau De Parfum 3.33oz/100ml Spray New With Box,Eau de Parfum,33.75,10,10,337.5,United States,100.0,Midrange
Gucci,Gucci Flora Gorgeous Jasmine 3.3 oz EDP Perfume for Women New In Box,Eau de Parfum,87.52,10,188,16453.76,United States,98.0,Prestige
Aquolina,"Pink Sugar Creamy Sunshine by Aquolina, 3.4 oz EDT Spray for Women",Eau de Toilette,19.73,10,107,2111.11,United States,101.0,Budget
Burberry,"BURBERRY HER Eau De Parfum FOR WOMEN Mini .16oz, 5ml /FREE TRAVEL SPRAY",Eau de Parfum,17.89,10,360,6440.400000000001,United States,5.0,Budget
Victoria's Secret,Victoria's Secret DREAM ANGELS DESIRE 4.2 oz Eau De Parfum Spray,Eau de Parfum,99.99,6,3,299.96999999999997,United States,124.0,Prestige
Parfums De Marly,"Parfums de Marly Oriana by Parfums de Marly, 2.5 oz EDP Spray women",Eau de Parfum,99.99,1,7,699.93,United States,74.0,Prestige
Unknown,Burberry Her Eau De Toilette for Women 3.3 oz EDT Spray New in Box Sealed,Eau de Toilette,59.99,1,11,659.89,Canada,98.0,Midrange
Jimmy Choo,JIMMY CHOO FLASH by Jimmy Choo 3.3 / 3.4 oz EDP Perfume Women NEW IN BOX,Eau de Parfum,37.02,25,1926,71300.52,United States,101.0,Midrange
Unknown,30ml Venom Pheromone Perfume Collection Floral Scent Fragrance Perfume For Women,Eau de Parfum,12.95,10,42,543.9,United States,30.0,Budget
Britney Spears,Fantasy Jungle by Britney Spears 3.3 oz EDT Perfume for Women New In Box,Eau de Toilette,24.99,4,21,524.79,United States,98.0,Budget
Elizabeth Arden,Classic Red Door Elizabeth Arden Women 3.3 3.4 oz 100 ml Edt Spray Same As Photo,Eau de Toilette,36.94,7,233,8607.019999999999,United States,100.0,Midrange
Yves Saint Laurent,Black Opium by Yves Saint Laurent EDP for Women 3.0 oz / 90 ml NEW,Eau de Parfum,39.95,10,3,119.85000000000001,United States,90.0,Midrange
Parfums De Marly,Parfums de Marly 2.5 oz Parfums de Marly Oriana Eau De Parfum Spray,Eau de Parfum,89.99,5,6,539.9399999999999,United States,74.0,Prestige
Dolce & Gabbana,Dolce Shine by Dolce & Gabbana 2.5 oz EDP Perfume for Women Brand New Tester,Eau de Parfum,34.76,1,144,5005.44,United States,74.0,Midrange
Carolina Herrera,Good Girl Dazzling Garden by Carolina Herrera 2.7oz Eau de Parfum Spray. New Box,Eau de Parfum,90.0,10,75,6750.0,United States,80.0,Prestige
Dolce & Gabbana,Light Blue by Dolce & Gabbana for Women EDT 3.3 FL OZ/ 100ML New Sealed Packed,Eau de Toilette,27.99,2,8,223.92,United States,98.0,Budget
Maison Margiela,Maison Margiela Replica Lazy Sunday Morning Eau de Toilette 3.4 oz New in Box,Eau de Toilette,48.88,10,4,195.52,United States,101.0,Midrange
Sol De Janeiro,Sol de Janeiro SOL Cheirosa '62 Eau de Parfum 1.7 oz / 50ML NIB Factory Sealed,Eau de Parfum,59.98,10,5,299.9,United States,50.0,Midrange
Versace,Versace Dylan Turquoise by Gianni Versace 3.4 oz EDT Perfume for Women NiB,Eau de Toilette,39.55,10,1059,41883.45,United States,101.0,Midrange
Marc Jacobs,Marc Jacobs Perfect Intense Eau De Parfum 3.3 oz 100ml-Brand New Imperfect Box,Eau de Parfum,65.95,10,150,9892.5,United States,100.0,Midrange
Givenchy,L'Interdit Intense Rouge by Givenchy perfume for women EDP 2.7 oz New Tester,Eau de Parfum,63.25,86,116,7337.0,United States,80.0,Midrange
Giorgio Armani,My Way  by Giorgio Armani EDP for Women 1.7 oz / 50ml *NEW IN BOX*,Eau de Parfum,50.99,10,27,1376.73,United States,50.0,Midrange
Fragonard,Good Girl by Carolina Herrera 2.7 Fl oz Spray Eau De Parfum Women's,Eau de Parfum,44.99,10,2,89.98,United States,80.0,Midrange
Versace,Red Jeans by Versus Versace 2.5 oz Perfume for Women New In Box,Eau de Toilette,18.81,4,1960,36867.6,United States,74.0,Budget
Armaf,Armaf Ladies The Pride Of Armaf White EDP Spray 3.4 oz Fragrances 6294015138320,Eau de Parfum,26.31,3,20,526.1999999999999,United States,101.0,Budget
Prada,Prada Candy Perfume 2.7oz EDP Sweetly Luxurious and New Enchanting,Eau de Parfum,35.99,6,13,467.87,United States,80.0,Midrange
Jovan,JOVAN MUSK by COTY Perfume 3.25 oz New in Box,Cologne,11.94,82,1286,15354.84,United States,96.0,Budget
Victoria's Secret,VICTORIA'S SECRET HEAVENLY PARFUM EAU DE PARFUM 3.4 fl. oz. /  100ml,Eau de Parfum,28.0,4,5,140.0,United States,101.0,Budget
Jo Malone,Jo Malone Peony & Blush Suede Eau de Cologne 3.4Fl Oz / 100 ML Perfume,Eau de Parfum,49.99,9,13,649.87,China,101.0,Midrange
Jo Malone,Jo Malone Dark Amber &Ginger Lily Cologne Intense Women's Eau de 3.4 fl oz/100ml,Cologne,79.99,6,4,319.96,United States,101.0,Midrange
Atlantic,Cry Baby Perfume 1ml ONLY,Eau de Parfum,55.0,6,12,660.0,United States,1.0,Midrange
Maison Alhambra,Glacier Bold EDP Perfume By Maison Alhambra Lattafa 100 ML🥇Hot New Release🥇,Eau de Parfum,39.99,23,48,1919.52,United States,100.0,Midrange
Philosophy,Philosophy Amazing Grace Lavender Eau de Toilette EDT Spray 4oz 120ml NOT SEALED,Eau de Toilette,32.99,4,9,296.91,United States,120.0,Midrange
Ellis Brooklyn,NWB Ellis Brooklyn Biography Fragrance Discovery Set,Gift Set,17.0,10,0,0.0,United States,100.0,Budget
Jo Malone,Jo Malone English Pear & Freesia 3.4oz Women's Eau de Cologne Spray,Cologne,66.95,10,6,401.70000000000005,United States,101.0,Midrange
Carolina Herrera,Carolina Herrera Very Good Girl 2.7o 80 Ml Eau De Partum Brand New Sealed Box,Eau de Parfum,51.99,8,12,623.88,United States,80.0,Midrange
Narciso Rodriguez,Narciso Rodriguez For Her 3.3oz EDP Signature Women's Perfume Spray New,Eau de Parfum,34.99,10,26,909.74,United States,98.0,Midrange
L'Artisan,L'Artisan Parfumeur 'Mon Numero 10' Eau de Parfum 0.7oz/30ml New In Box,Eau de Parfum,48.93,10,37,1810.41,United States,30.0,Midrange
Chanel,new Chanel PARIS Gardenia 4ml .12 OZ BOXED Miniature EAU DE PARFUME EDP,Eau de Parfum,27.0,2,8,216.0,United States,4.0,Budget
Afnan,9 am Pour Femme by Afnan 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,29.95,4,40,1198.0,United States,101.0,Budget
Versace,Versace Bright Crystal Absolu by Versace 3.0 oz EDP Perfume for Women Tester,Eau de Parfum,45.98,10,5166,237532.68,United States,89.0,Midrange
Juliette Has A Gun,Juliette Has a Gun Not a Perfume Womens EDP Travel Size 5.5 ML / 0.17 oz NWOB,Eau de Parfum,11.99,10,19,227.81,United States,5.0,Budget
